Symbol,Name,Last,"YTD %Change","1-Month %Change","3-Month %Change","52-Week %Change","52-Week High","52-Week Low"
TDB2742.CF,"TD Retirement Conservative Portfolio Adv Ser -Ds",16.9603,-0.1451,-0.0297,-0.034,-0.1153,19.9233,16.9603
TDB2743.CF,"TD Retirement Conservative Portfolio Adv Ser -Ls",16.9603,-0.1451,-0.0297,-0.034,-0.1153,19.9233,16.9603
TDB2744.CF,"TD Retirement Conservative Portfolio Adv Ser -Ls",16.9603,-0.1451,-0.0297,-0.034,-0.1153,19.9233,16.9603
TDB2745.CF,"TD Retirement Conservative Portfolio F Ser - NL",18.33,-0.139,-0.0291,-0.0317,-0.1069,21.3762,18.33
TDB2746.CF,"TD Retirement Conservative Portfolio H5 Ser - NL",11.17,-0.1455,-0.0297,-0.0345,-0.1152,13.1257,11.17
TDB2747.CF,"TD Retirement Conservative Portfolio T5 Ser - Is",11.09,-0.1447,-0.03,-0.0341,-0.1152,13.0245,11.09
TDB2748.CF,"TD Retirement Conservative Portfolio T5 Ser - DS",11.09,-0.1447,-0.03,-0.0341,-0.1152,13.0245,11.09
TDB2749.CF,"TD Retirement Conservative Portfolio T5 Ser - Ls",11.09,-0.1447,-0.03,-0.0341,-0.1152,13.0245,11.09
TDB2750.CF,"TD Retirement Conservative Portfolio T5 Ser - Ls",11.09,-0.1447,-0.03,-0.0341,-0.1152,13.0245,11.09
TDB2751.CF,"TD Retirement Conservative Portfolio Ft5 Ser - N",12,-0.139,-0.029,-0.0314,-0.1066,13.9869,12
TDB3172.CF,"TD U.S. Blue Chip Equity Fund - F Series U$ - NL",24.01,-0.3705,-0.1011,-0.0963,-0.358,40.06,23.85
TDB3011.CF,"TD U.S. Blue Chip Equity Fund - D Series U$",13.65,-0.3727,-0.1008,-0.0966,-0.361,22.87,13.57
TDB220.CF,"TD U.S. Blue Chip Equity Fund - Inv Ser U$ - NL",39.22,-0.3768,-0.1017,-0.0992,-0.3663,66.2,38.98
BTG770.CF,"Beutel Goodman Canadian Equity Fund Class D - FE",40.6421,-0.0878,-0.0493,-0.045,-0.0474,47.0342,40.6421
PHN9074.CF,"RBC European Equity Fund - O",21.7171,-0.246,-0.0147,-0.0186,-0.1886,29.2226,21.0126
RBF202.CF,"RBC European Equity Fund Series O - NL",21.7171,-0.246,-0.0147,-0.0186,-0.1886,29.2226,21.0126
RBF8407.CF,"RBC Canadian Dividend Fund Series O U$ - NL",63.8793,-0.1317,-0.0806,-0.0781,-0.0891,79.987,63.2554
PHN9060.CF,"RBC Canadian Dividend Fund Series O - NL",87.7542,-0.0566,-0.0368,-0.024,-0.0024,99.9661,87.0055
RBF167.CF,"RBC Canadian Dividend Fund Series O - NL",87.7542,-0.0566,-0.0368,-0.024,-0.0024,99.9661,87.0055
RBF138.CF,"RBC Canadian Short-Term Income Fund Series O - N",9.9063,-0.0514,-0.0078,-0.0062,-0.0553,10.4698,9.8568
TDB3089.CF,"TD Canadian Equity Fund - D - NL",15.04,-0.0334,-0.0196,-0.0053,0.0355,17.15,14.51
TDB2928.CF,"TD Canadian Equity Fund - Premium Series",14.89,-0.04,-0.021,-0.008,0.0273,17.06,14.4
TDB161.CF,"TD Canadian Equity Fund - Inv - NL",45.75,-0.0407,-0.021,-0.0082,0.0259,52.43,44.25
TDB117.CF,"TD Canadian Equity Fund - Advisor Series - Lsc2",19.0709,-0.0409,-0.021,-0.0084,0.0256,21.8607,18.4485
TDB308.CF,"TD Canadian Equity Fund - Advisor Series - FE",19.0709,-0.0409,-0.021,-0.0084,0.0256,21.8607,18.4485
TDB338.CF,"TD Canadian Equity Fund - Advisor Series - DSC",19.0709,-0.0409,-0.021,-0.0084,0.0256,21.8607,18.4485
TDB368.CF,"TD Canadian Equity Fund - Advisor Series - LL",19.0709,-0.0409,-0.021,-0.0084,0.0256,21.8607,18.4485
